-0.233	-0.055	-0.187	-0.342	0.767	-0.139	-0.199	-0.032	-0.02
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.15	-0.029	-0.094	-0.092	-0.128	0.016	0.218	-0.172	0.874
-0.205	0.855	0.35	0.178	0.023	-0.005	-0.041	0.008	-0.023
-0.221	-0.476	0.744	0.239	0.033	-0.01	-0.072	0.001	-0.013
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.236	-0.047	-0.157	-0.348	0.814	-0.135	-0.207	0	-0.033
-0.218	-0.064	-0.195	-0.359	0.796	-0.129	-0.211	-0.025	-0.033
-0.228	-0.06	-0.209	-0.339	0.752	-0.12	-0.227	-0.058	-0.024
-0.225	-0.067	-0.196	-0.365	0.821	-0.133	-0.212	-0.012	-0.032
-0.195	0.874	0.317	0.194	0.019	-0.002	-0.056	-0.032	-0.026
-0.15	-0.029	-0.094	-0.092	-0.128	0.016	0.218	-0.172	0.874
-0.235	-0.057	-0.183	-0.364	0.83	-0.132	-0.19	0.017	-0.026
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.231	-0.078	-0.188	-0.368	0.827	-0.141	-0.194	0.01	-0.042
-0.177	-0.034	-0.061	-0.071	-0.142	0.007	0.247	-0.163	0.878
-0.235	-0.057	-0.183	-0.364	0.83	-0.132	-0.19	0.017	-0.026
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.203	-0.038	-0.117	-0.142	-0.133	0.03	0.468	0.745	-0.166
-0.24	-0.057	-0.175	-0.353	0.847	-0.13	-0.193	0.002	-0.032
-0.126	-0.101	-0.491	0.821	0.052	0.017	-0.125	-0.002	-0.031
-0.085	-0.047	-0.118	-0.207	-0.491	-0.621	-0.457	-0.013	-0.109
-0.224	-0.066	-0.197	-0.343	0.767	-0.139	-0.215	-0.037	-0.042
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.231	-0.078	-0.188	-0.368	0.827	-0.141	-0.194	0.01	-0.042
-0.231	-0.051	-0.189	-0.334	0.79	-0.13	-0.21	-0.029	-0.03
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.233	-0.06	-0.195	-0.377	0.83	-0.137	-0.191	0.002	-0.031
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.225	-0.051	-0.087	-0.131	-0.065	0.017	0.461	0.787	-0.165
-0.231	-0.051	-0.189	-0.334	0.79	-0.13	-0.21	-0.029	-0.03
-0.205	-0.039	-0.125	-0.145	-0.143	0.04	0.462	0.742	-0.161
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.204	-0.041	-0.124	-0.144	-0.143	0.041	0.453	0.745	-0.167
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.222	-0.068	-0.191	-0.369	0.816	-0.134	-0.213	-0.021	-0.041
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.218	-0.026	-0.112	-0.117	-0.124	0.03	0.465	0.747	-0.158
-0.217	-0.03	-0.129	-0.114	-0.146	0.033	0.471	0.738	-0.142
-0.22	-0.035	-0.117	-0.161	-0.084	0.023	0.484	0.778	-0.159
-0.153	-0.002	-0.012	-0.022	-0.014	-0.011	0.003	-0.006	0
-0.221	-0.031	-0.11	-0.125	-0.147	0.022	0.476	0.744	-0.148
-0.221	-0.067	-0.203	-0.354	0.76	-0.13	-0.221	-0.04	-0.043
-0.222	-0.068	-0.191	-0.369	0.816	-0.134	-0.213	-0.021	-0.041
-0.225	-0.067	-0.196	-0.365	0.821	-0.133	-0.212	-0.012	-0.032
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.228	-0.066	-0.182	-0.362	0.832	-0.135	-0.212	-0.01	-0.045
-0.222	-0.068	-0.191	-0.369	0.816	-0.134	-0.213	-0.021	-0.041
-0.222	-0.068	-0.191	-0.369	0.816	-0.134	-0.213	-0.021	-0.041
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.22	-0.035	-0.117	-0.161	-0.084	0.023	0.484	0.778	-0.159
-0.238	-0.076	-0.164	-0.347	0.849	-0.143	-0.214	0.011	-0.037
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.195	0.874	0.317	0.194	0.019	-0.002	-0.056	-0.032	-0.026
-0.235	-0.052	-0.17	-0.338	0.798	-0.142	-0.199	-0.013	-0.033
-0.237	-0.039	-0.159	-0.357	0.818	-0.138	-0.207	-0.01	-0.031
0.85	-0.003	0.054	-0.011	0.091	-0.032	0.061	0.061	0.034
-0.235	-0.057	-0.183	-0.364	0.83	-0.132	-0.19	0.017	-0.026
-0.23	-0.064	-0.189	-0.366	0.823	-0.14	-0.206	-0.008	-0.036
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.193	0.868	0.307	0.185	0.022	0.004	-0.066	-0.01	-0.009
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.23	-0.064	-0.189	-0.366	0.823	-0.14	-0.206	-0.008	-0.036
-0.216	-0.063	-0.194	-0.358	0.781	-0.13	-0.207	-0.031	-0.038
-0.211	-0.052	-0.112	-0.129	-0.139	0.037	0.469	0.731	-0.172
-0.233	-0.06	-0.195	-0.377	0.83	-0.137	-0.191	0.002	-0.031
-0.233	-0.06	-0.195	-0.377	0.83	-0.137	-0.191	0.002	-0.031
-0.221	-0.063	-0.198	-0.356	0.771	-0.13	-0.214	-0.039	-0.038
-0.188	0.855	0.316	0.15	0.075	-0.001	-0.075	0.016	-0.027
-0.217	-0.039	-0.112	-0.15	-0.091	0.021	0.469	0.768	-0.164
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.213	-0.032	-0.124	-0.138	-0.145	0.029	0.471	0.722	-0.168
-0.225	-0.067	-0.196	-0.365	0.821	-0.133	-0.212	-0.012	-0.032
-0.233	-0.06	-0.195	-0.377	0.83	-0.137	-0.191	0.002	-0.031
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.231	-0.049	-0.195	-0.322	0.765	-0.133	-0.194	-0.06	-0.031
-0.235	-0.055	-0.162	-0.335	0.803	-0.125	-0.206	0.011	-0.035
-0.241	-0.068	-0.162	-0.338	0.769	-0.136	-0.178	-0.02	-0.028
-0.165	-0.021	-0.104	-0.064	-0.142	0.017	0.222	-0.181	0.892
-0.237	-0.039	-0.159	-0.357	0.818	-0.138	-0.207	-0.01	-0.031
-0.205	-0.039	-0.125	-0.145	-0.143	0.04	0.462	0.742	-0.161
-0.231	-0.078	-0.188	-0.368	0.827	-0.141	-0.194	0.01	-0.042
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.215	-0.065	-0.196	-0.359	0.791	-0.129	-0.211	-0.03	-0.036
-0.231	-0.078	-0.188	-0.368	0.827	-0.141	-0.194	0.01	-0.042
-0.231	-0.051	-0.189	-0.334	0.79	-0.13	-0.21	-0.029	-0.03
-0.222	-0.068	-0.191	-0.369	0.816	-0.134	-0.213	-0.021	-0.041
-0.227	-0.063	-0.203	-0.332	0.765	-0.121	-0.218	-0.058	-0.042
-0.218	-0.064	-0.195	-0.359	0.796	-0.129	-0.211	-0.025	-0.033
-0.23	-0.064	-0.189	-0.366	0.823	-0.14	-0.206	-0.008	-0.036
-0.228	-0.066	-0.182	-0.362	0.832	-0.135	-0.212	-0.01	-0.045
-0.182	0.859	0.311	0.157	0.028	0.008	-0.072	-0.008	-0.041
-0.224	-0.486	0.763	0.227	0.105	-0.012	-0.071	0.022	-0.032
-0.122	-0.103	-0.487	0.802	0.044	0.011	-0.134	0.006	-0.044
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.233	-0.06	-0.195	-0.377	0.83	-0.137	-0.191	0.002	-0.031
-0.231	-0.471	0.775	0.251	0.071	-0.019	-0.058	0.019	-0.02
-0.238	-0.055	-0.176	-0.357	0.799	-0.147	-0.212	-0.017	-0.038
-0.228	-0.043	-0.085	-0.121	-0.146	0.024	0.497	0.756	-0.156
-0.227	-0.497	0.757	0.221	0.1	-0.019	-0.053	0.042	-0.029
-0.233	-0.06	-0.195	-0.377	0.83	-0.137	-0.191	0.002	-0.031
-0.236	-0.047	-0.157	-0.348	0.814	-0.135	-0.207	0	-0.033
-0.237	-0.039	-0.159	-0.357	0.818	-0.138	-0.207	-0.01	-0.031
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.108	-0.028	-0.087	-0.105	-0.117	-0.014	0.537	-0.648	-0.433
-0.218	-0.026	-0.112	-0.117	-0.124	0.03	0.465	0.747	-0.158
-0.236	-0.047	-0.157	-0.348	0.814	-0.135	-0.207	0	-0.033
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.218	-0.024	-0.118	-0.106	-0.149	0.027	0.481	0.716	-0.159
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.228	-0.066	-0.182	-0.362	0.832	-0.135	-0.212	-0.01	-0.045
-0.209	-0.033	-0.122	-0.138	-0.144	0.035	0.447	0.745	-0.171
-0.211	-0.041	-0.12	-0.127	-0.147	0.021	0.46	0.74	-0.17
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.214	-0.482	0.752	0.229	0.044	0.002	-0.077	-0.002	-0.025
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.23	-0.064	-0.189	-0.366	0.823	-0.14	-0.206	-0.008	-0.036
-0.201	-0.039	-0.118	-0.141	-0.131	0.033	0.466	0.747	-0.163
-0.238	-0.076	-0.164	-0.347	0.849	-0.143	-0.214	0.011	-0.037
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.223	-0.031	-0.085	-0.119	-0.111	0.035	0.469	0.787	-0.163
-0.23	-0.064	-0.189	-0.366	0.823	-0.14	-0.206	-0.008	-0.036
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.22	-0.035	-0.117	-0.161	-0.084	0.023	0.484	0.778	-0.159
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.219	-0.063	-0.201	-0.359	0.774	-0.124	-0.209	-0.037	-0.046
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.215	-0.063	-0.197	-0.361	0.779	-0.123	-0.213	-0.032	-0.038
-0.128	-0.097	-0.475	0.818	0.073	0.013	-0.131	0.007	-0.048
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.238	-0.076	-0.164	-0.347	0.849	-0.143	-0.214	0.011	-0.037
-0.217	-0.487	0.742	0.235	0.033	-0.008	-0.081	-0.008	-0.03
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.221	-0.031	-0.11	-0.125	-0.147	0.022	0.476	0.744	-0.148
-0.238	-0.055	-0.176	-0.357	0.799	-0.147	-0.212	-0.017	-0.038
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.238	-0.055	-0.176	-0.357	0.799	-0.147	-0.212	-0.017	-0.038
-0.225	-0.067	-0.196	-0.365	0.821	-0.133	-0.212	-0.012	-0.032
-0.238	-0.055	-0.176	-0.357	0.799	-0.147	-0.212	-0.017	-0.038
-0.218	-0.064	-0.195	-0.359	0.796	-0.129	-0.211	-0.025	-0.033
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.227	-0.033	-0.098	-0.137	-0.067	0.03	0.482	0.778	-0.16
-0.123	-0.103	-0.487	0.798	0.053	0.012	-0.125	-0.018	-0.058
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.238	-0.076	-0.164	-0.347	0.849	-0.143	-0.214	0.011	-0.037
-0.235	-0.055	-0.162	-0.335	0.803	-0.125	-0.206	0.011	-0.035
-0.238	-0.055	-0.176	-0.357	0.799	-0.147	-0.212	-0.017	-0.038
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.24	-0.057	-0.175	-0.353	0.847	-0.13	-0.193	0.002	-0.032
-0.227	-0.468	0.75	0.267	0.038	-0.01	-0.053	-0.029	-0.018
-0.231	-0.078	-0.188	-0.368	0.827	-0.141	-0.194	0.01	-0.042
-0.225	-0.067	-0.196	-0.365	0.821	-0.133	-0.212	-0.012	-0.032
-0.214	-0.482	0.752	0.229	0.044	0.002	-0.077	-0.002	-0.025
-0.097	-0.038	-0.081	-0.199	-0.462	-0.647	-0.435	0.022	-0.104
-0.231	-0.078	-0.188	-0.368	0.827	-0.141	-0.194	0.01	-0.042
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.235	-0.052	-0.17	-0.338	0.798	-0.142	-0.199	-0.013	-0.033
-0.227	-0.033	-0.098	-0.137	-0.067	0.03	0.482	0.778	-0.16
-0.233	-0.06	-0.195	-0.377	0.83	-0.137	-0.191	0.002	-0.031
-0.167	-0.017	-0.088	-0.067	-0.121	0.013	0.216	-0.171	0.876
-0.235	-0.055	-0.162	-0.335	0.803	-0.125	-0.206	0.011	-0.035
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.228	-0.066	-0.182	-0.362	0.832	-0.135	-0.212	-0.01	-0.045
-0.235	-0.057	-0.183	-0.364	0.83	-0.132	-0.19	0.017	-0.026
-0.235	-0.057	-0.183	-0.364	0.83	-0.132	-0.19	0.017	-0.026
-0.24	-0.057	-0.175	-0.353	0.847	-0.13	-0.193	0.002	-0.032
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.236	-0.047	-0.157	-0.348	0.814	-0.135	-0.207	0	-0.033
-0.223	-0.022	-0.08	-0.132	-0.1	0.025	0.468	0.776	-0.161
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.227	-0.033	-0.098	-0.137	-0.067	0.03	0.482	0.778	-0.16
-0.208	-0.038	-0.121	-0.14	-0.144	0.03	0.461	0.737	-0.166
-0.2	0.876	0.355	0.168	0.068	-0.004	-0.07	0.028	-0.028
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.179	0.86	0.317	0.158	0.037	0.006	-0.073	-0.002	-0.029
-0.228	-0.066	-0.182	-0.362	0.832	-0.135	-0.212	-0.01	-0.045
-0.234	-0.495	0.782	0.242	0.122	-0.02	-0.073	0.043	-0.024
-0.2	0.876	0.355	0.168	0.068	-0.004	-0.07	0.028	-0.028
-0.233	-0.055	-0.187	-0.342	0.767	-0.139	-0.199	-0.032	-0.02
-0.228	-0.066	-0.182	-0.362	0.832	-0.135	-0.212	-0.01	-0.045
-0.231	-0.078	-0.188	-0.368	0.827	-0.141	-0.194	0.01	-0.042
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.209	-0.044	-0.114	-0.153	-0.098	0.026	0.462	0.755	-0.169
-0.071	-0.029	-0.057	-0.249	-0.212	0.749	-0.416	-0.009	-0.105
-0.132	-0.01	-0.035	-0.025	-0.038	0.013	0.003	-0.02	-0.001
-0.235	-0.055	-0.162	-0.335	0.803	-0.125	-0.206	0.011	-0.035
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.225	-0.067	-0.196	-0.365	0.821	-0.133	-0.212	-0.012	-0.032
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.225	-0.067	-0.196	-0.365	0.821	-0.133	-0.212	-0.012	-0.032
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.131	-0.009	-0.034	-0.023	-0.035	0.011	0.004	-0.02	0
-0.131	-0.012	-0.032	-0.022	-0.032	0.012	0.005	-0.02	0.002
-0.221	-0.067	-0.203	-0.354	0.76	-0.13	-0.221	-0.04	-0.043
-0.227	-0.468	0.75	0.267	0.038	-0.01	-0.053	-0.029	-0.018
-0.228	-0.066	-0.182	-0.362	0.832	-0.135	-0.212	-0.01	-0.045
-0.216	-0.065	-0.193	-0.359	0.791	-0.13	-0.212	-0.029	-0.032
-0.229	-0.475	0.758	0.248	0.04	-0.016	-0.058	-0.001	-0.007
-0.221	-0.06	-0.192	-0.36	0.77	-0.122	-0.215	-0.041	-0.042
-0.203	-0.037	-0.119	-0.144	-0.134	0.035	0.466	0.747	-0.165
-0.218	-0.053	-0.111	-0.152	-0.087	0.019	0.481	0.786	-0.17
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.237	-0.487	0.783	0.252	0.042	-0.013	-0.038	0.011	-0.015
-0.229	-0.475	0.758	0.248	0.04	-0.016	-0.058	-0.001	-0.007
-0.222	-0.476	0.744	0.235	0.042	-0.009	-0.063	-0.023	-0.027
-0.221	-0.476	0.744	0.239	0.033	-0.01	-0.072	0.001	-0.013
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.231	-0.049	-0.195	-0.322	0.765	-0.133	-0.194	-0.06	-0.031
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.235	-0.052	-0.17	-0.338	0.798	-0.142	-0.199	-0.013	-0.033
-0.222	-0.068	-0.191	-0.369	0.816	-0.134	-0.213	-0.021	-0.041
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.236	-0.047	-0.157	-0.348	0.814	-0.135	-0.207	0	-0.033
-0.235	-0.057	-0.183	-0.364	0.83	-0.132	-0.19	0.017	-0.026
-0.228	-0.066	-0.182	-0.362	0.832	-0.135	-0.212	-0.01	-0.045
-0.155	-0.004	-0.011	-0.018	0.034	0.006	0.022	0.012	0.007
-0.223	-0.031	-0.085	-0.119	-0.111	0.035	0.469	0.787	-0.163
-0.237	-0.039	-0.159	-0.357	0.818	-0.138	-0.207	-0.01	-0.031
-0.055	-0.054	-0.098	-0.257	-0.27	0.771	-0.438	-0.049	-0.115
-0.218	-0.479	0.738	0.243	0.042	0.007	-0.079	-0.016	-0.025
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.225	-0.051	-0.087	-0.131	-0.065	0.017	0.461	0.787	-0.165
-0.222	-0.027	-0.093	-0.122	-0.116	0.018	0.476	0.764	-0.161
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
0.902	-0.043	-0.021	-0.207	-0.356	-0.674	-0.391	0.084	-0.076
-0.233	-0.06	-0.195	-0.377	0.83	-0.137	-0.191	0.002	-0.031
-0.218	-0.064	-0.195	-0.359	0.796	-0.129	-0.211	-0.025	-0.033
-0.113	-0.109	-0.483	0.794	0.061	0.018	-0.132	0.005	-0.056
-0.231	-0.051	-0.189	-0.334	0.79	-0.13	-0.21	-0.029	-0.03
-0.238	-0.055	-0.176	-0.357	0.799	-0.147	-0.212	-0.017	-0.038
-0.238	-0.055	-0.176	-0.357	0.799	-0.147	-0.212	-0.017	-0.038
-0.217	-0.039	-0.112	-0.15	-0.091	0.021	0.469	0.768	-0.164
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.227	-0.497	0.757	0.221	0.1	-0.019	-0.053	0.042	-0.029
-0.231	-0.078	-0.188	-0.368	0.827	-0.141	-0.194	0.01	-0.042
-0.231	-0.078	-0.188	-0.368	0.827	-0.141	-0.194	0.01	-0.042
-0.235	-0.055	-0.162	-0.335	0.803	-0.125	-0.206	0.011	-0.035
-0.222	-0.058	-0.199	-0.354	0.77	-0.125	-0.228	-0.031	-0.043
-0.233	-0.06	-0.195	-0.377	0.83	-0.137	-0.191	0.002	-0.031
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.217	-0.03	-0.129	-0.114	-0.146	0.033	0.471	0.738	-0.142
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.222	-0.068	-0.191	-0.369	0.816	-0.134	-0.213	-0.021	-0.041
-0.2	0.876	0.355	0.168	0.068	-0.004	-0.07	0.028	-0.028
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.211	-0.484	0.75	0.233	0.054	-0.004	-0.07	0.001	-0.024
-0.078	-0.05	-0.108	-0.222	-0.481	-0.629	-0.45	0.003	-0.109
-0.224	-0.479	0.736	0.251	0.025	0.003	-0.086	-0.027	-0.011
-0.121	-0.123	-0.475	0.807	0.059	0.02	-0.127	-0.009	-0.062
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
-0.129	-0.01	-0.031	-0.023	-0.03	0.009	0.006	-0.018	0.003
